,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,r0
189,0.0378,1.222864558,2.692713601,1.196818509,65.69,6.235767364501953
190,0.038,1.223732278,2.707214478,1.206547097,61.72,6.248119831085205
191,0.0382,1.228926199,2.707752355,1.205093688,63.45,6.2219462394714355
192,0.0384,1.231913433,2.714646148,1.210283104,63.93,6.213915824890137
193,0.0386,1.233307731,2.699927942,1.236655248,61.02,6.164024353027344
194,0.0388,1.238270755,2.720584123,1.234640235,62.74,6.180925369262695
195,0.039,1.239059651,2.709874734,1.222444634,64.39,6.1411004066467285
196,0.0392,1.242090768,2.747844857,1.246791007,61.14,6.197753429412842
197,0.0394,1.246865966,2.695990854,1.243262071,65.41,6.064638137817383
198,0.0396,1.250821426,2.714894654,1.236711876,65.8,6.080419540405273
199,0.0398,1.254324058,2.72808643,1.226896574,66.19,6.085158348083496
200,0.04,1.257234435,2.717813964,1.240903568,67.86,6.04271936416626
201,0.0402,1.261531194,2.748488316,1.232545031,63.11,6.081854343414307
202,0.0404,1.261005188,2.724514699,1.275821379,60.26,6.018761157989502
203,0.0406,1.265477785,2.762283894,1.271946124,63.35,6.071826934814453
204,0.0408,1.270514287,2.76437725,1.249852859,64.68,6.050967693328857
205,0.041,1.271916913,2.747469601,1.248180887,65.67,5.999081134796143
206,0.0412,1.273804465,2.752894272,1.250209739,66.44,5.99168062210083
207,0.0414,1.276404705,2.786244436,1.254966681,63.0,6.038997650146484
208,0.0416,1.279640295,2.787635217,1.249620574,63.48,6.020795822143555
209,0.0418,1.284656779,2.787595469,1.265395458,62.83,5.996289253234863
210,0.042,1.285597051,2.78819534,1.253292814,61.64,5.981315612792969
211,0.0422,1.287968547,2.761092948,1.281421653,62.43,5.908309459686279
212,0.0424,1.292541071,2.801084464,1.267912261,64.03,5.9648003578186035
213,0.0426,1.293854427,2.780383397,1.311971857,63.09,5.907196044921875
214,0.0428,1.297331781,2.763134309,1.298134569,67.05,5.852153301239014
215,0.043,1.302201228,2.795136839,1.29369572,63.67,5.892314910888672
216,0.0432,1.303627855,2.815240092,1.275697951,64.16,5.915321350097656
217,0.0434,1.306350596,2.799735319,1.300415308,63.24,5.865978717803955
218,0.0436,1.310618604,2.797720992,1.305744383,58.91,5.840184688568115
219,0.0438,1.314317814,2.817423025,1.291283972,61.79,5.858100414276123
220,0.044,1.317764256,2.780829549,1.325174042,60.69,5.7664055824279785
221,0.0442,1.320995972,2.81614042,1.294720985,64.68,5.816075325012207
222,0.0444,1.32493523,2.828990989,1.308924233,59.6,5.8202362060546875
223,0.0446,1.328571655,2.825746003,1.3144797,61.78,5.793861389160156
224,0.0448,1.330520898,2.865326611,1.302311931,60.7,5.853124618530273
225,0.045,1.33379586,2.835540741,1.317437921,62.43,5.776861190795898
226,0.0452,1.335706607,2.809067736,1.353072888,61.89,5.709336280822754
227,0.0454,1.339759062,2.855340135,1.306130528,61.73,5.777776718139648
228,0.0456,1.342736274,2.828433933,1.3302415,63.1,5.707979202270508
229,0.0458,1.34583625,2.816473929,1.350631918,61.03,5.666568756103516
230,0.046,1.35004583,2.862800499,1.344901456,58.4,5.734629154205322
231,0.0462,1.352811423,2.840179697,1.34073625,62.44,5.673991680145264
232,0.0464,1.356661443,2.816673204,1.374065542,63.99,5.609429359436035
233,0.0466,1.361328887,2.864839461,1.360050985,61.24,5.680147171020508
234,0.0468,1.363431598,2.850866223,1.359544158,60.9,5.63761043548584
235,0.047,1.364576038,2.851265872,1.362343412,62.5,5.624192237854004
236,0.0472,1.370605554,2.882949233,1.348478168,63.21,5.660487651824951
237,0.0474,1.372117609,2.858574766,1.357500912,63.76,5.599977016448975
238,0.0476,1.374860598,2.862538819,1.375106976,61.57,5.5905022621154785
